content,polarity
"Con golazo de  Bale ,  Real Madrid  Gana la   #CopaRelRey  http://t.co/kEPCY46zew",P
Jugadores del Real Madrid  suben a recibir la medalla de sub-campeones.  Real Madrid  celebra en el centro del campo. http://t.co/GddelsH5s9,P
"Real Madrid  Campeones de la  Copa del Rey , que nivel",P
@Carlos_bosch el  Real Madrid  gana al  Barça  en Mestalla...completito eh?? ???,P
"Golazo de  Bale , tranquilo gente que lo mejor de  Messi  se viene en Junio!",P
@Javipuga3:  Bale  se fichó para dar títulos #Grande,P
"Despues de llenarse los del  Barcelona , este año solo les queda luchar por la  Liga . Y no esta tan facil. Pero tampoco imposible...",NEU
¡@ReinoMadridista: Un saludo a  los que criticaron  el fichaje de  Bale . http://t.co/YGKUJRDBxP!,N
Ramos  con muchas ganas de lanzar la copa desde el bus xD,N
"En las buenas y en las malas, en las victorias y las derrotas, siempre te apoyamos  Madrid , hoy la gloria es tuya ¡HALA MADRID!?",P
Halaaaa  madrid !! Y ahora el premio de consolación para el  barça  y la  copa  para el  Madrid !   #finalcopa   #HalaMadrid,P
Vamooooos  madrid   k partido  ole  bale  ole los millones jajajaja Hala  Madrid !!!!!!!!! :)),P
Messi  y si metes goles? http://t.co/kESfUF7w28,N
@absalon78 @jonasigo @SocratesQuinter @lam_enrique Felicidades por esta  copa del Rey ! bien por la  escuadra Merengue !,P
"""Todos escriben del  partido , del  Barça  y del  Real . Mientras, yo aqui twiteandole a mi novia que no tengo<3.""",NEU
#Neymar  el Millor!! #NousFallarem #FCB,P
"Que hijo de puta  fabregas ,le dan la medalla y se la quita,HIJO DE PUTA",N
Jugadores del Barça  quitándose las medallas con la cinta de la bandera nacional. Vaya gentuza.,N
"@UlianovVladimir: Vergüenza ajena como  madridista , español y demócrata. http://t.co/SRkYTkFfI9",NEU
Siguen siendo los mejores  @FCBarcelona !,P
"La final se decide en detalles,  pinto  no es un portero para el  Barcelona  y  cesc ,  messi ,  alves ...iros a mamarla!!",N
@AnaBLozano: Para todos esos que dicen que el  Madrid  no es nada sin  Cristiano,P
"""Me hace muucha gracia  las que vais de madridistas  y solo conoceis a  Casillas  por estar con Sara y a  CR7  por ser """"el mejor del mundo"""" en fin.""",N
"Anda que  messi  tenia la cara larga que tiene ahora cuando se paseaba por el campoo,AHORAAA OS JODESISSSS",N
"""Que majico que es  Ramos  <33""",P
"@Orlandossanquiz: Campeones, Campeones! Y  neymar ? Pa los perros! y pa donde me dejais a  messi ?? Jejejjej  #HALAMADRID",N
Mención especial para el golazo de  Bale .,P
Messi  ha corrido lo mismo... que el  Rey .,N
"""Gano el mejor equipo arriva  REAL MADRID  .no cambiare mi equipo <3 *-* :3""",P
Messi  se ha quedado entrenando los penaltis o algo durante el  partido ?  Jajajajajajaja,N
@realmadrid  vamoooooossss!! Los mejoreeess!! Alejad la copa de  Sergio !!!jaja,P
"Te sigo apoyando, pero el  tata  se va por donde vino verdad?  @FCBarcelona_es",N
Neymar  al palo y el otro por debajo de las patas al  @13_Pinto,P
Algún día correré como  bale  ?,P
"Dos super equipos,.pero hoy el  Real Madrid  fue mejor. CAMPEONESS..",P
"Si fuera del  Barça  desearía que eliminaran a Argentina en primera ronda.  Messi , acuérdate que hay que correr primero por quien te paga?",NEU
El  Barça  con  Pep,N
Ramos  no toques la copa....,N
ni ha echó falta tener a  cristiano  jajajajaja,NEU
Buenoo campeon el mejor equipo de la historia  real madrid  aqui los clasicos no valen nadaa los titulos sii campeon madrid...,P
Hoy duermo con 5 kilos mas.. viva mi  real madrid,N
Pobre guirro  bartra  buscando al 11  Bale  la mera verga ojos de mil millones de putas cule ros . Solo ganan con penales jajajajaajajaja,N
Y así querían a  Martino  en la U (?),N
""" CASILLAS : """"Hemos ganado la  Copa del Rey  por la afición, por el equipo y por  JESÉ """".""""""",NEU
"El  Real Madrid  es, desde mi punto de vista, es el mejor equipo del mundo.  Hasta el final,VAMOS  REAL !!!!!!!!!!",P
"""HALA  MADRID !!! EL MEJOR EQUIPO<3 Gracias por la alegria  @realmadrid """,P
Resumamos la grandesa en dos palabras ......... REAL MADRID ?,P
"¡@FerVCarbonell: Los que celebrais la victoria y no sabéis ni quien es  casillas  callaos coño, no tenéis ni puta idea de fútbol.!",NEU
Felicitar a los  madridistas ... buen partido  de los dos equipos con muchas opciones...gran  bartra  de cabeza pero... http://t.co/WS3IxfiGdS,NEU
Este  Barça  ya no es lo que era. Me voy a hacer del  Mirandés . :(,N
"Pero por favor,  @SergioRamos , no cojas la copa en el bus",N
Lo d  @GarethBale11  no es normal lo han sacao a la castellana y aún así a llegado y ha marcado 1 golazo impresionant  #HalaMadrid   @realmadrid,P
"Lo van a sacar cagado al  tata , a los objetivos del año los perdio en dos semanas",N
¡@CiudadBizarra: Moraleja: Si el  árbitro  no es vendido.... el  Barcelona  no gana.! ¿Sí? http://t.co/xJeUviDDKd,NEU
@gema_llopis97 gema a hora tenemos al  bayer de munich  en el punto de mira porque el  barcelona  ya esta muerto,NEU
Messi  acaba de salir de vestuarios aturdido y preguntando cuando empieza el  partido .,N
Vamos 2-1 hay lo teneis al  entrenador  k no ganaba a los grandes!!' y los k criticabais a   Di Maria  otra vez a callar!!!,P
Por lo menos encajamos las derrotas y admitimos que han jugado mejor pero si hubiera ganado el  barça  los del  madrid  estarian como se tiran..,NEU
Campeones de la  Copa del Rey . Hala  Madrid  ! ?,P
No le deis la copa a  Ramos !!!!,N
"no vi el juego, pero aseguro que el mejor fue  casillas .",P
"Chapó para  Iker Casillas , ha ido a saludar a uno por uno a los del  barsa , Gran detalle con  Jesé , Chapó para el mejor portero del Mundo.",P
Jajajajajaja merecidisima  copa del rey  ganada por el  madrid  eh jajajajajajajajajajaja ostiaa...,P
"Siempre tendremos presento que con una derrota no dejas de ser el mejor equipo, vamos mi  Barça  ???",P
#Bale  sos una bestia te banco a muerte,P
"Y para rematar mi cumple, gana el  Madrid  sisi , siempre  #HalaMadrid",P
"""Como me gusta leer por Twitter a los  madridista  solo son """"objetivos"""" cuando ganan algo!""",N
ESTA PUTA FOTO VA HACER HISTORIA.  Enhorabuena  @MarcBartra91  por el gol http://t.co/wsMeoqnCqS,P
"Felicitaciones al  Real madrid ,no dejarle la copa a  sergio ramos ...",P
"A la directiva del  Barcelona , espero que este año estáis viendo los errores para solucionarlos el año que viene. Así no se puede ganar nada.",N
Ala  messi  vete axiend las maletas para el mundial q aki no pintas na jajaj,N
@elblog  @realmadrid  no cantan a la  Madrid ... cantan HALA  MADRID !!!!,NEU
Ahora  Ramos  cuida la copaa !! Jajaja,N
Impresionante la velocidad de  bale ! Que jugador!!,P
Q asco de  Fc Barcelona ... no meresemos estoo y  leoo Messi  k done las piernas porke pa k las kiere si no las utiliza... Va andando no corre,N
Que bonito el  real madrid !!!,P
Sergio Ramos  habla como mongólico.,N
"""No se ustedes, pero a mi criterio y con los resultados:  Maharaja Arrelucea  >  Tata Martino .""",P
Enhorabuena a los  madridistas ... disfrutar del único título que ganareis,N
"""Pero, los  madridistas , los que estáis ahora eufóricos, ¿Sois los mismos que hace un año decíais que esta  copa  era """"Insignificante""""?""",N
Si fuera  cule  estaría muy orgulloso de  Messi  y su implicación con el equipo. Al final va a ser verdad que es un mafias del vestuario...,NEU
Illarra  ya tiene un titulo!,P
#DeportesCMI  Real Madrid  nuevo campeón de la  Copa del Rey  http://t.co/UkiVoSvNo4 http://t.co/mKQ8T1TV5j,P
"Tata  cuando vas a aprender que  Neymar  juega por izquierda, que  Pedro  debe ser titular por izquierda, y que  Iniesta  no es extremo GG",N
Eso sí.... a  Sergio Ramos  que no le den la copa en la guagua por si acaso?  #Anticulé   #HalaMadrid   #Isco   #GartehBale   #DiMadría   #Benzema  ???,N
"Bartra  nos ha hecho sufrir un ratito, bueno  todo el equipo , bien jugado a todos menos al payaso de  alves  que le negó la mano a  Ramos .",P
"Sigo pensando que, con las carencias y bajas que tiene el  Barça , dejar a  Puyol  sin jugar es un lujo innecesario.",N
Grande  Real Madrid  Campeon de la  Copa del Rey   #HalaMadrid  ?,P
Catalanes independentistas  no lloreis por la  Copa del Rey  ya que no sois de España,N
@JulianLopez_ determinante soplido q ha soltado para enviar al palo el disparo de  neymar  jajaja,N
"pues el  barça  no ganara mas nada ni el  madrid , el  atleti   liga  y  champions",N
Campeones el  real madrid !!!!,P
Real Madrid  campeón de la  Copa del Rey !!!! Hala Madriiiiiiiiidddd!!!!!!!,P
@sport saquemos el lado bueno de aver perdido ya no hay escusas decisiones ya hacen falta fichar 5  titulares la defensa de  alves  lamentable,N
Messi  fue el mejor NIEMBRA.....,N
"""Ala  catalanes  hemos ganado la """"copa de nuestro rey"""" como dijo  pique  JAJAJAJAJAJAJAJAJA""",N
"Si hablamos con la verda el  Barça  hoy dio asco jugando, el único que tuvo nivel fue  bartra  y lo andaban puteando hasta que metió el gol?",N
"""Qué grande el  Tata  haciendo """"un  Lotina """" con una plantilla millonaria... #SusCojonazos #SuPollica #ViviendoAlLimite""",N
No tengo palabras. Aún estoy emocionada. No se puede describir la suerte de ser del  Real Madrid .  #HalaMadrid  #Campeones,P
Sonidos gloriosos... Ya se escuchan los cohetes  #HalaMadrid    #CopaRelRey,P
Bien por el  Madrid . Jugó mejor y se merecía ganar   #FinalCopaRelRey,P
"via #AndyPMRD  Barcelona  -  Real Madrid , en directo: La ausencia de  Cristiano  es el único condicio... http://t.co/pgoYSZnYfv via #AndyPMRD",NEU
"Messi  está tan centrado con Argentina, que tiene el horario de Buenos Aires. Piensa que el  partido  empieza dentro de 3 horas.",N
Qué buen  partido ... Pocos equipos en el mundo como el  #RealMadrid  y el  #Barcelona  ????,P
"El  partido  de el  Barça  para mi,mayoritariamente lo hicieron los  defensas",NEU
La  afición del Barcelona  pita durante el himno en la  final de la Copa del Rey :  20MINUTOS  La  grada madridista  h... http://t.co/f8Yev0vUZT,NEU
"CAMPEONES! De la  copa del rey , ahora falta la  champion  y la  liga ! #SiSePuede  #HalaMadrid",P
"Así, así, así gana el  Madrid . Muy orgullosa de mi equipazo.  #OrgulloBlanco   #HalaMadrid",P
@CasillasWorld  dejame levantar la copa tonto... :3,NEU
#RealMadrid  2  #FCB  1 gana el Madrid la   #CopaRelRey,P
Felicidades al  Madrid  y a todos los  madridistas . Han sabido a lo que jugar y les ha salido bien. Final triste para una era gloriosa.,P
#FinalCopa Real Madrid  campeon de la  Copa del Rey ?,NEU
Real Madrid  Campeón De la  Copa Del Rey ?????   Real Madrid  2-0  Barcelona ??,NEU
Quedarse afónico celebrando el gol de  @GarethBale11  es  madridismo .,P
"Bueno, enhorabuena a esos  #Madridistas  ? y  a los  #Culé  más suerte para la próxima vez... ?",P
@realmadrid_gifs Sin duda alguna  Bale  y  Di María !,P
Campeón el  #RealMadrid,NEU
"Ese es mi  Ramos  coño, buscando capotes..",P
"Merecido campeón, enhorabuena al  @RealMadrid   #Isco  e  #Iniesta  son unas máquinas  #Messisinvergüenza  http://t.co/B6hQSodg0W",P
Amor es lo que le tengo a  Ramos,P
La  afición del Barcelona  pita durante el himno en la  final de la Copa del Rey :  20MINUTOS  La  grada madridista  h... http://t.co/b2yZEmcx6h,NEU
Día mágico para ESPAÑAZA. El  REAL MADRID  ha ganado la  copa del REY  frente al  enemigo separatista .,P
Media plantilla del  Barça  pasando de dar la mano a  Wert    #FinalCopadelRey,NEU
"@DavidMarca  Gran detalle por parte del  Barça , al ver que no podía jugar  Cristiano  han decidido que no jugara  Messi . #Respect",N
@inesteran_ @Anhjela Jajajajjajajaja que topo el  Neymar,N
@FCBarcelona_es mierda de partido  dimision en masa  messi  a la venta ya  pinto  a corrido mas q el vergonzoso,N
Ahora no le chupeis la polla a  bale  que con todo lo  que le habeis criticado ..,NEU
"Ojalá el  tata  siga, pedazo de entrenador.",P
Jajajajajajajajja  Messi  a jugado lo mismo que  cristianó  jjjjjjjjj,N
Si es que veo a  pinto  en primer plano y me dan ganas de tirarle piedras a la tele :-),N
Ole hay ke a ganada el  real madrid  si señor como debe de ser http://t.co/mbwKNSB98R,P
Alves  se tiene que pirar ya! No pinta nada en el  Barcelona .....,N
La  defensa del Barça  una vez mas de risa!,N
"Eso si, que quede claro el aplazo del  Neymar  que? Guapísimo eh",NEU
@lucho_ibarraS @jesusbarronj @danielmar24 // quiero la camiseta de  casemiro ! Dicen que va al mundial...,P
"Que si, que si la copa es del  MADRID !!!! Hasta el Final Vamos  Real !!!!",P
No me interesa lo que pase con  Barcelona .  Madrid  es campeon ahora y ya. Y bueno la cara de   Martino  hehe,NEU
"Hoy mas que  Valdes  o  Messi , no estaba  Undiano",NEU
@B17Sofi pues gano el  madrid  #CopadelRey,P
"Y ahora los  barcelonistas  diran que ha jugado bien,primeros 70 min solo 2 chuts pero eh partizado del  barsa  , sido el  arbitro  eh  #halamadrid",N
Hoy  bale  a demostrado por que se le trajo al  madrid,P
Ya sabemos que ganó el  Real Madrid  pero calmesen.,NEU
si no fuera por  messi  el  Barcelona  no hubiese sido nada en la era  guardiola,P
@eralex08: y  casillas  con el palo de todos los  partidos !!!,N
HAY que ligar que  SERGUIO RAMOS  no  deje caer la COPA este año  ajajajajajajajajajajajajajajaja risa infinita jajjajajajajajajajajajajaa -_-,N
Chapeau a la  afición culé  que se ha quedado en la grada para ver la entrega de medallas y la Copa.   #CopaRelRey,P
"Bale , te amo, eres un chingón  #HalaMadrid",P
@DaniCarvajal92  muchas felicidades has hecho un  partido enorme  campeón,P
Pierden la  copa del rey  y lo eliminan de la  champions  league bye bye  @Barcelona,N
¡ Felicidades a todos los  Madridistas  !   #FinalCopaRelRey  http://t.co/kBCUAlTQrd,P
Tal vez está pecándole al fútbol... pero me da tanto gusto que el  Barcelona  se haya quedado sin nada.,N
Faltan los capotes de  sergio ramos  cojones sino no hay celebracion ni polla,P
¡Esa copita! La carrerita de la locomotora  Bale  en el 85' no se me olvida en la vida.  #HALAMADRID,P
"@DmEdiison_21  Barcelona  -  Real Madrid , en directo: La ausencia de  Cristiano  es el único condicio... http://t.co/Emw8bogI8P @DmEdiison_21",NEU
"""Eso sí me encantan los/las que vais """"no generaliceis"""" """"no estereotipos"""" y ahora se caga en los  catalanes  por que el  Barça  ha perdido.""",NEU
Como el  Madrid  siga así si que vamos a tener que tirar las copas desde el autobús  SERGIO RAMOS  ?,P
Gran  final  aunque el resultado para mi no acompañe...En estos momentos solo me acuerdo de la gente de #VDLC Enhorabuena  Madridistas,P
"La jugada favorita de  bale  correr por fuera del campo , ahora dirán los  catalanes  amarilla por salir y amarilla por entrar #robo",NEU
"Para todos vosotros, pa que lo disfruteis! Un beso!!  #HalaMadrid  http://t.co/ocWyO8ALOd",P
"La verdad, esque no puedo descojonarme más con este  partido ...Bueno que le den al  madrid ...BAZINGA!!!  #ForçaBarça",N
Perdimos pero no importa siempre será hincha del  Barça,P
@torrrente: A ver como le explican a  Ramos  que él no puede levantar la Copa.JAJA,N
Campeón campeón lo lo lo lo lo. Campeón campeón el  Real Madrid  es el campeón,P
@realmadrid  campeoneees de la   #CopaRelRey   #HalaMadrid  2 - 1  barcelona ..,P
"""Ahí si aparecen los """" madridistas """", ah bue.""",N
"Que suba el campeon, que suba el  REAl MADRID !! ???",P
@realmadrid  oleee los mejores,P
Que  Ramos  tire la copa se paga a 1.05 @bet365_es,NEU
Ancelotti  no nos gana en la  liga  pero al parecer se llevo el clásico más importante.,N
"Yo sigo en shock con el carrerón de  Bale , pero hala  Madrid  y eso...",P
Qué caritas tienen los pobres. Son un poema. La de  Messi  la mejor.,N
"Grande el  @realmadrid  CAMPEONES! de la    #CopaRelRey  con goles de  Di Maria  y  Bale , por el derrotado  @FCBarcelona_es  marco  Neymar   #haladrid",P
"Ser un buen hincha del  barcelona  es aceptar la derrota y felicitar al rival por su titulo,insultar no vale la pena.",NEU
"Cristiano  de traje, corbata y gorra...??? No le dió tiempo a lavarse el pelo o qué? En fin... en todos los pueblos hay un tonto...",N
"Han hecho 2 copas,una para que la destroce  Ramos  y otra para el resto del equipo",N
"TRIPLEHIJUEPUTA vida ,otra derrota ??.. Pero de esto se trata el fútbol!  Barça  ??",N
Cr  con más posesión que  Messi .,NEU
CR7  eres el mejor en fútbol demuestralo en el  partido  TE quiero,P
Alves  mira a ver si te dedicas a jugar al futbol en vez de a subir videos haciendo el tonto y a despreciar a los demas...,N
Sergio Ramos  alejará de la copa no la dejes caer,N
Malos deportistas esos del  Barça  se quitan las medallas del cuello.,N
"""Mira mamá y sin  Cristiano ...  >MA<""",NEU
que le regalen una moto a  Bartra  ...,N
"""Con  casillas  se ganan las finales  """"El Santo"""" """,P
"We are the champions  #Halamadrid  la primera, falta la  champions  y la  liga !!!",P
Eaaa po añito en blanco pa el  farça ... Hala  Madrid  pero sobre todo y siempre ESE   CADIZ ...!!,N
¡Uff! Qué bueno que no le voy al  Barcelona . #Villamelón  #AtletiEnTiConfío,N
"El  Barcelona  perdió contra el peor  Real Madrid  del año, grave crisis blaugrana provocada por su  entrenador",N
"Los que dijeron que  Bale  no valía, que no valía lo que vale, que no merece estar en el  Madrid .. bla, bla, que os jodan.",P
"Jugamos sin ti, ganamos por ti  @Cristiano  , HALA  MADRID !? http://t.co/OFPC6rFiic",P
"Pensemos un minutos , quién dudaba de  Gareth Bale ?! No aparece pero bien que tiene bastantes asistencias y goles en  liga  , y jugadon hoy!!!",P
ha jugado  messi ? :/,N
@GmezStifler pos como el  madrid  cuando el  barça  hizo triplete...aun asi...esta vez se la merecio el  madrid  :),NEU
@jesus_tuitero: Este  Messi  es un loquillo http://t.co/8OfYQJ6gfX,N
Y  Bale  ha estado sensacional. Qué golazo. Ni con falta lo han podido detener.  https://t.co/UF4OyAdEDE,P
"Tú lo diste todo en el 2011, hoy lo damos todo por ti  #CR7  http://t.co/KEbcER9ovd",P
"Cambia de Canal, que hoy la peli es en la 1 y no en el Plus.  @3gerardpique  #CopadelRey",N
El  #Barcelona  fue el mejor equipo del mundo varios años pero ni así alcanzo al  #RealMadrid  en títulos de  liga  y de  champions   #HalaMadrid,N
El  Barsa  este año gana el triplete con  Neymar  http://t.co/7CsLRIVd2T,N
"Pero que cosa, decian los  Barcelonista  siempre sera asi el  Barça  ganara los clasicos y que vaina  REAL MADRID  GANA el clasico mas importante.",NEU
Qe dolor de cabeza! Sois GRANDES  Real ! Bajamos a Madrid esta noche! TeQuiero ??,P
No veré más un juego del  Barça  mientras están  Neymar  y  Cesc  dentro.,N
"@AlexFrigenti14: 3-1 para el  Barça . Dos de  Messi  y uno de  Neymar . Podeis citar sin miedo, estoy segurísimo.JAJAJAJA",N
Q paso y  Messi ? No es el mejor y vaina??????,N
Casillas  gilipollas deja de consolar a tus amigos y celebra la puta victoria!,N
hay no si eres  real madrid  mejor nio me hables nunk :P,NEU
Vamos por la nacional direcion Almaden y nos a adelantado  Gareth Bale  que grande el expresso de cardiff,P
"DIFERENCIAS:Cuando el  Madrid  gana un titulo los jugadores con banderas españolas,cuando gana el  barcelona  banderas de cataluña ¡VIVA ESPAÑA!",N
"19 Copas del Rey!!! El gol de  Bale  sin duda pasará a la historia, que portento físico!! Hala  Madridd !! Viva Españaa!! Oeoeoeeoeoeee",P
"Que penita me dar ver a esa  aficion del  Barcelona  que antes del  partido  pito nuestro (y suyo aunque les duela) himno nacional, q penita",N
Que triste que se vaya toda la  afición del  Barcelona  ... poca deportividad,N
Solo espero que esta vez a  Sergio Ramos  no se le caiga la copa en el festejo.,N
Estoy deseando ver a  ramos  con un capote....  A dicho que lo va a sacar,P
Barcelona  vs.  Real Madrid  por  #CablevisiónESMUFA  @HamiltonDDD @nachogoano @vh590 @JPVarsky,NEU
jajajajaja como miran  @FCBarcelona  mi eterna burla,N
Aunque parezca repetitivo lo tengo que decir.. Penales a favor del  farza  0 goles de  messi  0.. Que opinas @usocaruso,N
Como se dice  Barça  en chino:  chinshu copa!!!!,N
Messi Martino Neymar  y todos los del  Barça  se quieren cortar la verga jajajaja,N
Messi  tiene cara de enfermo xDD qkvlaa ok ya ya me paso (/.\),N
Hoy el  @realmadrid  HA GANADO LA  COPA DEL REY  Muchisimas felicidades a todos hos estoy muy orgullosa.  #HalaMadrid  http://t.co/tuQfynXlXy,P
"La  grada del  Barça  se vacía, de la  grada del  Madrid  no se va nadie!! https://t.co/kxWSfuM8Ys",N
Vamos  ramos  tira la copa! Que tu lo haces fenomenal! Tira tira ti-ti-ti-tira!,N
Los jugadores del  Barcelona  parecen que estén posando para un sport en el césped,N
Hasta el  Borussia Dortmund  le ganó al  Madrid  y el  Barça  no pudo...,NEU
¡Hala  Madrid ! Noble y bélico adalid caballero del honor ¡Hala  Madrid ! ¡Hala  Madrid ! A triunfar en buena lid defendiendo tu color  #HalaMadrid,P
Sin  Cristiano Ronaldo  y ganamos la  final de la copa del rey,NEU
Ramooooos  eres muy grande artistaa!!! Como te queremos  Ramos ! Como te queremoos!!  #HalaMadrid !!,P
"Ningun jugador del  farca  se cuelga la medalla, ni a eso se sienten orgullosos   #HalaMadrid",N
"""Y ahora es cuando llegan los  colchoneros  y los  cules , algunos, y ponen a parir al  Real Madrid , pero ahí lo tenéis, campeones de  copa  ;)""",N
"El  Barça  este año lo tiene todo, los dejamos sin  Champions ,sin  Copa del Rey ... y van terceros en la  liga ! Dandolo todo que estan ???",N
@Edu_Sanju No digas nada de  Messi  que  CR  no ha aparecido en todo el  partido . XD,N
"Espero que salgan en rueda de prensa  presidente ,  entrenador ,  Messi  y resto plantilla del  Barça  a pedir perdón y dar la cara por esta semana",N
Los que arruinaron (?) Al  Barcelona  fueron los  dirigentes .  Martino  es un pollito.,NEU
Alexis  hasta el final ? Que carajos !!!!!!!,P
Esperemos que esta vez no se le caiga la copa a nuestro  Ramos  jaja HALA  MADRID,P
"#CopaDelRey para los mejores, HALA  MADRID ?.",P
El  Real Madrid  como siempre el mejor? #FinalCopaDelRey,P
"No pasa na  cules , os queda que  pinto  a ganado el #MVPCopa",N
"Lo único bueno que se ha visto en el  Barcelona  en los últimos tres  partidos , ha sido la entrega que ha demostrado  Bartra .",N
y que gana el  real madrid  2-1  barcelona,P
"Eliminados de  champion , van terceros en la  Liga  y pierden la  final copa del Rey , PURO  REAL MADRID",N
Pos el  Casillas  es el único que me gusta del  Madrid .,P
"@alericalde fo, lo unico bueno es  bale",N
Hoy hasta los recogepelotas han corrido más que  Messi,N
Un saludo a todos los  cules  que criticaron a  bale  a principio de temporada  #HalaMadrid  http://t.co/5YuKVIvU3Q,N
Estas alegrías solo me las regala  @realmadrid  gracias  REAL MADRID !!!!  #HalaMadrid,P
Que feliz estoy por la victoria del  real madrid  :D!!! :))),P
Mentira que el  Alexis  preñó a la rusia... TE LA HICIERON NIÑO MARAVILLA!,N
"Messi  no creo ni que sudara hoy...porque correr, mucho no corrió...felicidades a los seguidores del  Madrid .Al  Barça  le toca reflexionar.",N
"Real Madrid  campeón de  Copa del Rey del 2014 , pero eh, que esta  Copa  no era importante decian no?",P
bale  el jugador del juego,P
Bale  clave en  la final .  Neymar  fallando el gol clave. #This,P
"En las buenas y en las malas, ganes o pierdas  BARCELONA  por siempre.????",P
"Mi conclusión del  partido , más enamorada de  Bale  si cabe! :)",NEU
¡@_luism95: Mamenselo al palo porque saben que si no se quedaban.!estos  cule  son tan excuseros,N
Ahora si puede hacer teatro  neymar !,N
"Enhorabuena a todos los  madridistas , especialmente a @Pituelve y a @pitutorrejon !!! Justo vencedor el  Madrid .",P
Temporada 2013-2014 del  Barcelona  con  Tata Martino  de DT = Desastre.,N
Ai que guaapo  isco  con la bufaaanda en la cabeza *__*,P
El  Real Madrid  es CAMPEON!!!!,P
El uniforme del  Barcelona  esta bellaco el mejor como siempre,P
@Actitud_Cule Se la metió de caño ... Que hablas !! El único blando fue  Martino  en no sacar a  Messi,N
TE AMO Y LO SIENTO. Sos el único que me agrada del  Barca .  @Carles5puyol,N
Lo mejor es la cara de  Messi  JAJAJAJAJAJA,N
G.BALE  marcara una epoca en el  Real Madrid,P
1.  Messi  me ha decepcionado. 2.  Alves  vete. Vete lejos y no vuelvas.,N
Los jugadores del  Barcelona  quitándose la medalla porque el ribete lleva la bandera española,N
Enhorabuena  madridistas . Se lo merecían.,P
Falta  Ramos  con el Capote,P
"Siento esta camiseta de una manera tan y tan cabrona, que la sufro más que a una persona, te amo  FcBarcelona .",P
"Casillas , cómo puedes ser tan perfecto, en serio...",P
Vayan al aeropuerto de Valencia y pregunten si hay vuelos para esta madrugado hacia Rosario (argetina )  @FCBarcelona_es,N
Entre uno de los placeres de mi vida ver estas Caras!  #HalaMadrid . http://t.co/YddsEq6SMY,P
"¡@Faitelson_ESPN: Mi pronóstico para la  Final de la Copa del Rey . Gana el  Barcelona  por 2 goles a 1...! Otra vez, no aprendes! Ya CIERRALA!!",NEU
Que Creían que porque no estaba  Ronaldo  no íbamos a ganar no sean Bobitos.,NEU
Que hermoso  Isco  dios mio señor.,P
Dato importante :  Cristiano  cago su tanga con el gol de  Bartra  !,NEU
Que mal me cae el  dani alves  ese o como se llame de verdad #asco.,N
Hala  madrid  !! Ahoraaa a por la  champions  !! Vamos  real  hasta el final !!!   :D,NEU
Neta!?? Sol con lluvia!!!??? Ah pues mi  barça  perdió...,N
Solo le pido a  Ramos  que este año no tire la copa.,N
@PaoloFabrizzio_  @realmadrid  Siiiii :D una vez mas nos llevamos la  copa del rey  :D,P
"Aquí en Valencia veo demasiados llorones me parece a mí.... Me miran mal, pero mi orgullo no me lo quita nadie  #HalaMadrid",P
"""Ni yo!!  #ViscaBarca  Rt """"@deformed_christ: no me había dado cuenta que en mi TL habían tantos haters del  Barcelona .""""""",P
Orgullosisima de ser del  Real Madrid !! Vamooos!! #campeoneeess,P
@lordsam18 Joputa!!  @SergioRamos  el mejor!!,P
Es hermoso ver como están llorando los jugadores y  aficionados del  Barcelona  :),N
Cuando gano el  barça  no me puse asi y mira que hemos ganado...,NEU
Sergio Ramos  tira las copas .. el  Barcelona  las pierde  #HalaMadrid,N
"Valla mie***  partido . Los del  Madrid  amontonados en la portería,  Messi  sin apenas hacer nada..en fin felicidades  Madrisistas  :)",N
"@kunedwin tiene que venir  bartra  a lo  pique , mascherano y dani alves :(",P
"Agradecer a  Bartha ,  masche  y  neymar  que le metieron guevas desde el inicio",P
Cuando te acostumbrado a ganarlo todo con el  BARCELONA  perder un  partido  es como perder una final.  #VISÇA_BARCA,NEU
3 juegos en la temporada 2 para el  barca  : 3er lugar en  liga ... 1 para el  Madrid : Campeón de  copa del rey .,N
Bale  y  esperanza aguirre  los más rápidos del mes.,P
"""Gano el  madrid  pero yo leo """" MESSI """" Y """" barça """" en todos lados. Bien raro.""",P
#AmorporelFutbol Así ha celebrado  Cristiano Ronaldo  la victoria en la  Copa del Rey  ( Foto ) http://t.co/CeS1iMisEv,P
Honor a  Bale . Corre más y mejor que Fernando Alonso. La velocidad en el fútbol es un arte,P
Oficialmente se acabo la época del  Barcelona . Un golpe duro perder la  copa . Ya sin  Champions  y casi sin  Liga . Es un año oscuro para e Barca,N
Nada mas rico que mamarle gallo a quienes te jodian cuando tu equipo perdia  #HalaMadrid  vamooos CAMPEONES CAMPEONES CAMPEONES CAMPEONES !!,P
Grande  casillas  que a saludado a todos los  catalanes,P
@tonycherchi Y lo que más acojona es que  Messi  Sí estuvo,N
"En estos casos felicitaria a los  madridistas , pero no lo hago porque varios penaltis de han ido volando  #ForçaBarça    #FinalCopa",NEU
Ahora esperemos que  RAMOS  nose le caiga la copa jajajajjaaja aunque ya es nuestra,N
y otra vez el  barza  dando pena... espero q  alexis   salga de ahí...,N
@FCBarcelona_es #FinalCopa FCB vamos muchachos insultar a los putos  merengues ..son una mierdaa aguante  barca  forca  barca,P
Malas noticias para los Argentinos...  Messi  anda de bajó de juego  justo antes del mundial!,N
